firm_id,Short Form Origin Match Law Firm Name,Law Firm Full Name,Law Firm Graphics Name,Law360 Index Name,Law360 Surveys Dropdown Name,yoda_id,yoda_guid,yoda_url,Law360 Salesdesk ID,Law Firm Status,Notes,NonUS,NonUS Firm Send Survey,total_attorneys,attorneys_method,surveys_dropdown,ENTITY TYPE
LIP6485,Lipcon Margulies,Lipcon Margulies & Winkleman PA,,,,,,,,CURRENT,,,,,,,
LKG3032,LKGLOBAL,,,,,21475310,urn:entity:lfm-21475310,https://yoda.lexisai.aws.lexis.com/lawfirms/21475310,5a29711ede780f74230013ae,CURRENT,,,,,,,
LOC2896,Lockridge Grindal,,Lockridge Grindal,,,296358,urn:entity:lfm-296358,https://yoda.lexisai.aws.lexis.com/lawfirms/296358,,CURRENT,,,,,,,
LON3644,London Fischer,,,,,405130,urn:entity:lfm-405130,https://yoda.lexisai.aws.lexis.com/lawfirms/405130,4c52dd5ccc956f21c4001f97,CURRENT,,,,,,,
LOW9577,Lowis & Gellen,,,,,750677,urn:entity:lfm-750677,https://yoda.lexisai.aws.lexis.com/lawfirms/750677,,CURRENT,,,,,,,
LUC2236,Lucosky Brookman,Lucosky Brookman LLP,,,,,,,,CURRENT,,,,,,,
LUC8410,Lucosky Brookman,,,,,,,,,CURRENT,,,,,,,
LYD3821,Lydecker Diaz,Lydecker LLP,Lydecker LLP,Lydecker Diaz,Lydecker Diaz,2182415,urn:entity:lfm-2182415,https://yoda.lexisai.aws.lexis.com/lawfirms/2182415,5149eda08231f3234200052f,CURRENT,,,,,,Include,
MAC8284,Mackenzie Hughes,,,,,472181,urn:entity:lfm-472181,https://yoda.lexisai.aws.lexis.com/lawfirms/472181,,CURRENT,,,,,,,
MAL9709,Malcolm Cisneros,,,,,92514,urn:entity:lfm-92514,https://yoda.lexisai.aws.lexis.com/lawfirms/92514,5328c52f1c445c3621005d2a,CURRENT,,,,,,,
MAN2947,Manley Deas,,,,,1902439,urn:entity:lfm-1902439,https://yoda.lexisai.aws.lexis.com/lawfirms/1902439,52123de9d5b18c6a90014292,CURRENT,,,,,,,
MAN4850,Mandelbaum Salsburg,,,,,894441,urn:entity:lfm-894441,https://yoda.lexisai.aws.lexis.com/lawfirms/894441,4c52dd5ccc956f21c4001ff5,CURRENT,,,,,,,
MAR3048,Marcus & Zelman,Marcus & Zelman LLC,,,,,,,,CURRENT,,,,,,,
MAS9419,Mason Hayes,,,,,999401,urn:entity:lfm-999401,https://yoda.lexisai.aws.lexis.com/lawfirms/999401,52d9474b32f1720839003300,CURRENT,,,,,,,
MAT1568,Mathews Law Group,,,,,697163,urn:entity:lfm-697163,https://yoda.lexisai.aws.lexis.com/lawfirms/697163,,CURRENT,,,,,,,
MCA8006,McAnany Van,,,,,830669,urn:entity:lfm-830669,https://yoda.lexisai.aws.lexis.com/lawfirms/830669,4c52dd5dcc956f21c400205a,CURRENT,,,,,,,
MCC1245,McCarthy & Holthus,,,,,183866,urn:entity:lfm-183866,https://yoda.lexisai.aws.lexis.com/lawfirms/183866,51ed77d566a5567de90014da,CURRENT,,,,,,,
MCD1545,Mcdowell Hetherington,,,,,27429303,urn:entity:lfm-27429303,https://yoda.lexisai.aws.lexis.com/lawfirms/27429303,,CURRENT,,,,,,,
MCD8303,McDonald Carano,,,,,879535,urn:entity:lfm-879535,https://yoda.lexisai.aws.lexis.com/lawfirms/879535,4c52dd5dcc956f21c4002085,CURRENT,,,,,,,
MCG1677,McGivney & Kluger,,,,,375582,urn:entity:lfm-375582,https://yoda.lexisai.aws.lexis.com/lawfirms/375582,4c52dd5dcc956f21c4002096,CURRENT,,,,,,,
MCG1881,McGrath North,,,,,874526,urn:entity:lfm-874526,https://yoda.lexisai.aws.lexis.com/lawfirms/874526,4c52dd5dcc956f21c400209a,CURRENT,,,,,,,
MCG2550,McGrann Shea,,,,,623176,urn:entity:lfm-623176,https://yoda.lexisai.aws.lexis.com/lawfirms/623176,4c52dd5dcc956f21c4002099,CURRENT,,,,,,,
MCG4053,McGinnis Lochridge,,,,,1302342,urn:entity:lfm-1302342,https://yoda.lexisai.aws.lexis.com/lawfirms/1302342,4c52dd5dcc956f21c4002095,CURRENT,,,,,,,
MCK4349,McKercher LLP,,,,,1109719,urn:entity:lfm-1109719,https://yoda.lexisai.aws.lexis.com/lawfirms/1109719,5ad604cc00bd6b58bd0002b8,CURRENT,,,,,,,
MCM8450,McManimon Scotland,,,,,910426,urn:entity:lfm-910426,https://yoda.lexisai.aws.lexis.com/lawfirms/910426,4c52dd5dcc956f21c40020b2,CURRENT,,,,,,,
MEI5208,Meister Seelig & Fein,,,,,443826,urn:entity:lfm-443826,https://yoda.lexisai.aws.lexis.com/lawfirms/443826,4c52dd5dcc956f21c40020ce,CURRENT,,,,,,,
MEL4313,Meltzer Lippe,,,,,369233,urn:entity:lfm-369233,https://yoda.lexisai.aws.lexis.com/lawfirms/369233,4c52dd5dcc956f21c40020d3,CURRENT,,,,,,,
MEM5570,Memery Crystal,,,,,973127,urn:entity:lfm-973127,https://yoda.lexisai.aws.lexis.com/lawfirms/973127,57e579e02117d514aa040876,CURRENT,,,,,,,
MES4913,Messerli & Kramer,,,,,627405,urn:entity:lfm-627405,https://yoda.lexisai.aws.lexis.com/lawfirms/627405,52123ed8d5cd390b1700123d,CURRENT,,,,,,,
MEY7908,Meyers Nave,,Meyers Nave,,,215345,urn:entity:lfm-215345,https://yoda.lexisai.aws.lexis.com/lawfirms/215345,4c52dd5dcc956f21c40020ea,CURRENT,,,,,,,
MEY8202,Meyer Unkovic,,,,,1249079,urn:entity:lfm-1249079,https://yoda.lexisai.aws.lexis.com/lawfirms/1249079,4c52dd5dcc956f21c40020e9,CURRENT,,,,,,,
MID7106,Middleton Reutlinger,,,,,489279,urn:entity:lfm-489279,https://yoda.lexisai.aws.lexis.com/lawfirms/489279,4c52dd5dcc956f21c40020f6,CURRENT,,,,,,,
MIL2327,Miller Starr,,,,,139571,urn:entity:lfm-139571,https://yoda.lexisai.aws.lexis.com/lawfirms/139571,,CURRENT,,,,,,,
MIL7403,Miller Shakman,,,,,759279,urn:entity:lfm-759279,https://yoda.lexisai.aws.lexis.com/lawfirms/759279,,CURRENT,,,,,,,
MOD6044,Modrall Sperling,,,,,929738,urn:entity:lfm-929738,https://yoda.lexisai.aws.lexis.com/lawfirms/929738,4c52dd5dcc956f21c4002127,CURRENT,,,,,,,
MON3784,Montgomery Purdue,,,,,1111891,urn:entity:lfm-1111891,https://yoda.lexisai.aws.lexis.com/lawfirms/1111891,,CURRENT,,,,,,,
MOR2897,Morris James,,,,,285764,urn:entity:lfm-285764,https://yoda.lexisai.aws.lexis.com/lawfirms/285764,4c52dd5dcc956f21c4002151,CURRENT,,,,,,,
MOY5164,Moye White,Moye White LLP,,,,252749,urn:entity:lfm-252749,https://yoda.lexisai.aws.lexis.com/lawfirms/252749,4c52dd5dcc956f21c4002168,CURRENT,,,,,,,
MUN9041,Mundie Advogados,,,,,950628,urn:entity:lfm-950628,https://yoda.lexisai.aws.lexis.com/lawfirms/950628,555b8a7e86816b39710013d1,CURRENT,,,,,,,
MUR5498,Murphy & McGonigle,,,,,29684303,urn:entity:lfm-29684303,https://yoda.lexisai.aws.lexis.com/lawfirms/29684303,5006cc6e5abce13acc005c9c,NOT CURRENT,merged with Davis Wright July 2022,,,,,,
MUR9685,Murphy Pearson,,,,,172284,urn:entity:lfm-172284,https://yoda.lexisai.aws.lexis.com/lawfirms/172284,,CURRENT,,,,,,,
MYE3861,Myers Bigel,,,,,1129314,urn:entity:lfm-1129314,https://yoda.lexisai.aws.lexis.com/lawfirms/1129314,,CURRENT,,,,,,,
NAM6706,Naman Howell,Naman Howell Smith & Lee PLLC,Naman Howell,Naman Howell,Naman Howell,1302599,urn:entity:lfm-1302599,https://yoda.lexisai.aws.lexis.com/lawfirms/1302599,4c52dd5dcc956f21c4002193,CURRENT,,,,,,Include,
NAP5138,Napoli Shkolnik,,Napoli Shkolnik,,,2531262,urn:entity:lfm-2531262,https://yoda.lexisai.aws.lexis.com/lawfirms/2531262,,CURRENT,,,,,,,
NEL4361,Nelson Kinder,,,,,884967,urn:entity:lfm-884967,https://yoda.lexisai.aws.lexis.com/lawfirms/884967,,CURRENT,,,,,,,
NEL7379,Nelson Hardiman,,,,,11721236,urn:entity:lfm-11721236,https://yoda.lexisai.aws.lexis.com/lawfirms/11721236,,CURRENT,,,,,,,
NEW8790,Newmeyer & Dillion,,,,,145250,urn:entity:lfm-145250,https://yoda.lexisai.aws.lexis.com/lawfirms/145250,4c52dd5dcc956f21c40021af,CURRENT,,,,,,,
NIC4032,Nicolaides Fink,Nicolaides Fink Thorpe Michaelides Sullivan LLP,Nicolaides Fink,Nicolaides Fink,Nicolaides Fink,158596789,urn:entity:lfm-158596789,https://yoda.lexisai.aws.lexis.com/lawfirms/158596789,53dbaeaa545c797551002950,CURRENT,,,,,,Include,
ODI9990,Odin Feldman,,,,,1388649,urn:entity:lfm-1388649,https://yoda.lexisai.aws.lexis.com/lawfirms/1388649,4c52dd5ecc956f21c40021eb,CURRENT,,,,,,,
OGD3727,Ogden Murphy,,,,,1416632,urn:entity:lfm-1416632,https://yoda.lexisai.aws.lexis.com/lawfirms/1416632,,CURRENT,,,,,,,
OLI8271,Oliff PLC,,,,,290793,urn:entity:lfm-290793,https://yoda.lexisai.aws.lexis.com/lawfirms/290793,4c52dd5ecc956f21c4002200,CURRENT,,,,,,,
ONB6174,O'Neill & Borges,,,,,1261218,urn:entity:lfm-1261218,https://yoda.lexisai.aws.lexis.com/lawfirms/1261218,,CURRENT,,,,,,,
ORL8330,Orlans,,,,,614830,urn:entity:lfm-614830,https://yoda.lexisai.aws.lexis.com/lawfirms/614830,,CURRENT,,,,,,,
OSB4002,Osborn Maledon,,Osborn Maledon,,,43094,urn:entity:lfm-43094,https://yoda.lexisai.aws.lexis.com/lawfirms/43094,,CURRENT,,,,,,,
OTO9490,O'Toole Scrivo,,,,,19058246,urn:entity:lfm-19058246,https://yoda.lexisai.aws.lexis.com/lawfirms/19058246,,CURRENT,,,,,,,
OTT5560,Otterbourg PC,,,,,412365,urn:entity:lfm-412365,https://yoda.lexisai.aws.lexis.com/lawfirms/412365,4c52dd5ecc956f21c4002226,CURRENT,,,,,,,
PAC2394,Pachulski Stang,,Pachulski Stang,,,125995,urn:entity:lfm-125995,https://yoda.lexisai.aws.lexis.com/lawfirms/125995,4c52dd5ecc956f21c400222a,CURRENT,,,,,,,
PAG7388,Page Scrantom,,,,,725985,urn:entity:lfm-725985,https://yoda.lexisai.aws.lexis.com/lawfirms/725985,,CURRENT,,,,,,,
PAR1560,Parker Ibrahim,,,,,158270789,urn:entity:lfm-158270789,https://yoda.lexisai.aws.lexis.com/lawfirms/158270789,54352d8de85e903ad800184f,CURRENT,,,,,,,
PAR2649,Parker McCay,,,,,891480,urn:entity:lfm-891480,https://yoda.lexisai.aws.lexis.com/lawfirms/891480,4c52dd5ecc956f21c4002247,CURRENT,,,,,,,
PAR3142,Parlatore Law Group,,,,,No YODA ID,No YODA ID,No YODA ID,,CURRENT,,,,,,,
PAR6972,Parker Hudson,Parker Hudson Rainer & Dobbs LLP,,,,696735,urn:entity:lfm-696735,https://yoda.lexisai.aws.lexis.com/lawfirms/696735,4c52dd5ecc956f21c4002245,CURRENT,,,,,,,
PAR7138,Parr Brown,,,,,1114483,urn:entity:lfm-1114483,https://yoda.lexisai.aws.lexis.com/lawfirms/1114483,4c52dd5ecc956f21c400224e,CURRENT,,,,,,,
PAY5574,Payne & Fears,Payne & Fears,Payne & Fears,Payne & Fears,Payne & Fears,92559,urn:entity:lfm-92559,https://yoda.lexisai.aws.lexis.com/lawfirms/92559,,CURRENT,,,,,,Include,
PEA3762,Peabody & Arnold,,,,,513110,urn:entity:lfm-513110,https://yoda.lexisai.aws.lexis.com/lawfirms/513110,4c52dd5ecc956f21c4002271,CURRENT,,,,,,,
PEA4056,Pearl Cohen,,,,,29325323,urn:entity:lfm-29325323,https://yoda.lexisai.aws.lexis.com/lawfirms/29325323,4c52dd5ecc956f21c4002274,CURRENT,,,,,,,
PEA4198,Pearl Law Group,,,,,1849494,urn:entity:lfm-1849494,https://yoda.lexisai.aws.lexis.com/lawfirms/1849494,,CURRENT,,,,,,,
PEM3853,Pemberton Greenish,,,,,21735265,urn:entity:lfm-21735265,https://yoda.lexisai.aws.lexis.com/lawfirms/21735265,57e59996a811114e1f041ff7,CURRENT,,,,,,,
PER3249,Perdue Brandon,,,,,28330357,urn:entity:lfm-28330357,https://yoda.lexisai.aws.lexis.com/lawfirms/28330357,,CURRENT,,,,,,,
PET3677,Peter G Angelos,,,,,286473,urn:entity:lfm-286473,https://yoda.lexisai.aws.lexis.com/lawfirms/286473,,CURRENT,,,,,,,
PET9339,Peter Angelos Law,,,,,286473,urn:entity:lfm-286473,https://yoda.lexisai.aws.lexis.com/lawfirms/286473,,CURRENT,,,,,,,
PIE2993,Pietrantoni Mendez,,,,,1113444,urn:entity:lfm-1113444,https://yoda.lexisai.aws.lexis.com/lawfirms/1113444,5a2992fa3c2cc265190030ee,CURRENT,,,,,,,
PIE6083,Pierce Davis,,,,,551234,urn:entity:lfm-551234       ,https://yoda.lexisai.aws.lexis.com/lawfirms/551234,,CURRENT,,,,,,,
PIR4807,Pircher Nichols,,,,,117443,urn:entity:lfm-117443,https://yoda.lexisai.aws.lexis.com/lawfirms/117443,,NOT CURRENT,merged with Holland & Knight June 2022,,,,,,
PIT5948,Pitblado LLP,,,,,1068790,urn:entity:lfm-1068790,https://yoda.lexisai.aws.lexis.com/lawfirms/1068790,5328c9b5ac6a807b32006710,CURRENT,,,,,,,
POM5915,Pomerantz,Pomerantz LLP,Pomerantz,Pomerantz,Pomerantz,414729,urn:entity:lfm-414729,https://yoda.lexisai.aws.lexis.com/lawfirms/414729,,CURRENT,,,,,,Include,
POT9654,Potter Handy,Potter Handy LLP,,,,,,,,CURRENT,,,,,,,
PRE7301,Pretzel Stouffer,,,,,772170,urn:entity:lfm-772170,https://yoda.lexisai.aws.lexis.com/lawfirms/772170,,CURRENT,,,,,,,
PRI8918,Price Law Group,,,,,,,,,CURRENT,,,,,,,
PUG5707,Pugh Jones,,,,,758756,urn:entity:lfm-758756,https://yoda.lexisai.aws.lexis.com/lawfirms/758756,,CURRENT,,,,,,,
PYT3208,Python & Peter,,,,,1043394,urn:entity:lfm-1043394,https://yoda.lexisai.aws.lexis.com/lawfirms/1043394,532310241c445c0c4200073e,CURRENT,,,,,,,
QUI8441,Quinn Smith,,,,,No YODA ID,No YODA ID,No YODA ID,,CURRENT,,,,,,,
QUI8471,Quilling Selander,,,,,1318737,urn:entity:lfm-1318737,https://yoda.lexisai.aws.lexis.com/lawfirms/1318737,4c52dd5ecc956f21c400230d,CURRENT,,,,,,,
RAI5629,Raines Feldman,,,,,26707306,urn:entity:lfm-26707306,https://yoda.lexisai.aws.lexis.com/lawfirms/26707306,51f2981466a5563ec7000181,CURRENT,,,,,,,
RAI6140,Rains Lucia,,,,,31279340,urn:entity:lfm-31279340,https://yoda.lexisai.aws.lexis.com/lawfirms/31279340,51f29817b0b7b61a2d0002d7,CURRENT,,,,,,,
REI2337,Reichman Jorgensen,Reichman Jorgensen Lehman & Feldberg LLP,Reichman Jorgensen,Reichman Jorgensen Lehman & Feldberg LLP,Reichman Jorgensen,300732161,urn:entity:lfm-300732161,https://yoda.lexisai.aws.lexis.com/lawfirms/300732161,,CURRENT,,,,,,Include,
RHO1242,Rhoades McKee,,,,,601798,urn:entity:lfm-601798,https://yoda.lexisai.aws.lexis.com/lawfirms/601798,,CURRENT,,,,,,,
RIC4580,Richards Watson,,,,,68756,urn:entity:lfm-68756,https://yoda.lexisai.aws.lexis.com/lawfirms/68756,4c52dd5fcc956f21c400236a,CURRENT,,,,,,,
RIC6641,Richard Ciummo,,,,,21189532,urn:entity:lfm-21189532,https://yoda.lexisai.aws.lexis.com/lawfirms/21189532,,CURRENT,,,,,,,
RIS8934,Rissman Barrett,,,,,683393,urn:entity:lfm-683393,https://yoda.lexisai.aws.lexis.com/lawfirms/683393,4c52dd5fcc956f21c400237e,CURRENT,,,,,,,
ROB2881,Robinson Brog,,,,,401939,urn:entity:lfm-401939,https://yoda.lexisai.aws.lexis.com/lawfirms/401939,4c52dd5fcc956f21c4002393,NOT CURRENT,merged with Leech Tishman May 2022,,,,,,
ROB6924,Roberts & Holland,,,,,312005,urn:entity:lfm-312005,https://yoda.lexisai.aws.lexis.com/lawfirms/312005,,CURRENT,,,,,,,
ROB8199,Robbins Salomon,,,,,773027,urn:entity:lfm-773027,https://yoda.lexisai.aws.lexis.com/lawfirms/773027,,NOT CURRENT,changed to Robbins Dimonte after merger in January 2022,,,,,,
ROD4262,Rodey Dickason,,,,,932341,urn:entity:lfm-932341,https://yoda.lexisai.aws.lexis.com/lawfirms/932341,4c52dd5fcc956f21c400239e,CURRENT,,,,,,,
ROG7383,Rogers Towers,,,,,660358,urn:entity:lfm-660358,https://yoda.lexisai.aws.lexis.com/lawfirms/660358,4c52dd5fcc956f21c40023a9,CURRENT,,,,,,,
ROL2759,Rolim Viotti,,,,,20746360,urn:entity:lfm-20746360,https://yoda.lexisai.aws.lexis.com/lawfirms/20746360,555b9a34170ceb3444002ade,CURRENT,,,,,,,
ROT1683,Rothwell Figg,,,,,295342,urn:entity:lfm-295342,https://yoda.lexisai.aws.lexis.com/lawfirms/295342,,CURRENT,,,,,,,
ROU4546,Routh Crabtree,,,,,33131,urn:entity:lfm-33131,https://yoda.lexisai.aws.lexis.com/lawfirms/33131,,CURRENT,,,,,,,
RSG3472,Law Offices of Robert S. Gitmeid,"Law Offices of Robert S. Gitmeid & Associates, PLLC",,,,,,,,CURRENT,,,,,,,
RUB8803,Rubin Lublin,,,,,21724267,urn:entity:lfm-21724267,https://yoda.lexisai.aws.lexis.com/lawfirms/21724267,4c52dd5fcc956f21c40023e3,CURRENT,,,,,,,
RUS3068,Ruskin Moscou,,,,,357549,urn:entity:lfm-357549,https://yoda.lexisai.aws.lexis.com/lawfirms/357549,4c52dd5fcc956f21c40023f3,CURRENT,,,,,,,
RUS9361,Russin & Vecchi LLP,,,,,305868,urn:entity:lfm-305868,https://yoda.lexisai.aws.lexis.com/lawfirms/305868,,CURRENT,,,,,,,
RYL9697,Ryley Carlock,,,,,44159,urn:entity:lfm-44159,https://yoda.lexisai.aws.lexis.com/lawfirms/44159,4c52dd5fcc956f21c4002405,NOT CURRENT,merged with Clark Hill February 2022,,,,,,
SAC4314,Sackers & Partners LLP,,,,,21715255,urn:entity:lfm-21715255,https://yoda.lexisai.aws.lexis.com/lawfirms/21715255,57dc387b17a1b43a5c005c6f,CURRENT,,,,,,,
SAI7108,Saiber LLC,,,,,911086,urn:entity:lfm-911086,https://yoda.lexisai.aws.lexis.com/lawfirms/911086,4c52dd57cc956f21c400175e,CURRENT,,,,,,,
SAN4926,Sands Anderson,,,,,1396191,urn:entity:lfm-1396191,https://yoda.lexisai.aws.lexis.com/lawfirms/1396191,,CURRENT,,,,,,,
SAN7625,Sand Sebolt,Sand Sebolt & Wernow LPA,,,,,,,,CURRENT,,,,,,,
SCA8442,Scarinci Hollenbeck,,,,,901018,urn:entity:lfm-901018,https://yoda.lexisai.aws.lexis.com/lawfirms/901018,542c1b00088b675139000ff8,CURRENT,,,,,,,
SCH3252,Scheef & Stone,,,,,1312266,urn:entity:lfm-1312266,https://yoda.lexisai.aws.lexis.com/lawfirms/1312266,4c52dd5fcc956f21c4002436,CURRENT,,,,,,,
SCH8629,Schwartz Sladkus,,,,,300732056,urn:entity:lfm-300732056,https://yoda.lexisai.aws.lexis.com/lawfirms/300732056,58f6303b533bff0f6101ba34,CURRENT,,,,,,,
SCO3371,Scott Douglass,,,,,1303031,urn:entity:lfm-1303031,https://yoda.lexisai.aws.lexis.com/lawfirms/1303031,,CURRENT,,,,,,,
SED6352,Seddons Solicitors,,,,,2961303,urn:entity:lfm-2961303,https://yoda.lexisai.aws.lexis.com/lawfirms/2961303,,CURRENT,,,,,,,
SEE1970,Seeger Weiss,,Seeger Weiss,,,394113,urn:entity:lfm-394113,https://yoda.lexisai.aws.lexis.com/lawfirms/394113,,CURRENT,,,,,,,
SEI7144,Seigfreid Bingham,,,,,851789,urn:entity:lfm-851789,https://yoda.lexisai.aws.lexis.com/lawfirms/851789,,CURRENT,,,,,,,
SEM8275,Semmes Bowen,,,,,313045,urn:entity:lfm-313045,https://yoda.lexisai.aws.lexis.com/lawfirms/313045,4c52dd5fcc956f21c4002496,CURRENT,,,,,,,
SES3550,Sessions Israel & Shartle,,,,,,,,,CURRENT,,,,,,,
SES8274,Sessions Fishman & Nathan,,,,,,,,,CURRENT,,,,,,,
SHA1050,Shackelford Bowen,,,,,1321641,urn:entity:lfm-1321641,https://yoda.lexisai.aws.lexis.com/lawfirms/1321641,,CURRENT,,,,,,,
SHA2324,Shaked Law Group,"Shaked Law Group, P.C.",,,,,,,,CURRENT,,,,,,,
SHA9114,Shartsis Friese,,,,,203318,urn:entity:lfm-203318,https://yoda.lexisai.aws.lexis.com/lawfirms/203318,4c52dd60cc956f21c40024b5,CURRENT,,,,,,,
SHA9172,Shaw Keller,,,,,156789939,urn:entity:lfm-156789939,https://yoda.lexisai.aws.lexis.com/lawfirms/156789939,,CURRENT,,,,,,,
SHE2709,Sheehan Phinney,,,,,883044,urn:entity:lfm-883044,https://yoda.lexisai.aws.lexis.com/lawfirms/883044,4c52dd60cc956f21c40024bf,CURRENT,,,,,,,
SHU5229,Shumaker & Sieffert,,,,,1644781,urn:entity:lfm-1644781,https://yoda.lexisai.aws.lexis.com/lawfirms/1644781,,CURRENT,,,,,,,
SIC4344,Sichenzia Ross,Sichenzia Ross Friedman Ference,,,,,,,,CURRENT,,,,,,,
SIC7888,Sichenzia Ross,,,,,,,,,CURRENT,,,,,,,
SIM1874,Simmons Perrine,,,,,821406,urn:entity:lfm-821406,https://yoda.lexisai.aws.lexis.com/lawfirms/821406,4c52dd60cc956f21c40024fb,CURRENT,,,,,,,
SLA2215,Slater Matsil,,,,,1596147,urn:entity:lfm-1596147,https://yoda.lexisai.aws.lexis.com/lawfirms/1596147,,CURRENT,,,,,,,
SMA1471,Smart & Biggar,,,,,1061823,urn:entity:lfm-1061823,https://yoda.lexisai.aws.lexis.com/lawfirms/1061823,4e0b2c740ae30a600e000f76,CURRENT,,,,,,,
SMI8230,Smith Freed,,,,,1206993,urn:entity:lfm-1206993,https://yoda.lexisai.aws.lexis.com/lawfirms/1206993,4c52dd60cc956f21c4002526,CURRENT,,,,,,,
SMI9894,Smith Currie,,,,,720373,urn:entity:lfm-720373,https://yoda.lexisai.aws.lexis.com/lawfirms/720373,4c52dd60cc956f21c4002521,CURRENT,,,,,,,
SMY1626,Smyser Kaplan,Smyser Kaplan & Veselka LLP,,,,1334654,urn:entity:lfm-1334654,https://yoda.lexisai.aws.lexis.com/lawfirms/1334654,,CURRENT,,,,,,,
SNO6271,Snow Christensen,,,,,1375800,urn:entity:lfm-1375800,https://yoda.lexisai.aws.lexis.com/lawfirms/1375800,4c52dd60cc956f21c4002540,CURRENT,,,,,,,
SPI7405,Spitz Law Firm,,,,,,,,,CURRENT,,,,,,,
SSE8375,SSEK,,,,,998312,urn:entity:lfm-998312,https://yoda.lexisai.aws.lexis.com/lawfirms/998312,524b120666a55608e8003435,CURRENT,,,,,,,
STA3581,Stafford Rosenbaum,,,,,1435039,urn:entity:lfm-1435039,https://yoda.lexisai.aws.lexis.com/lawfirms/1435039,4c52dd60cc956f21c400256e,CURRENT,,,,,,,
STA5738,Stamoulis & Weinblatt,,,,,,,,,CURRENT,,,,,,,
STA9712,Starnes Davis,,,,,23816,urn:entity:lfm-23816,https://yoda.lexisai.aws.lexis.com/lawfirms/23816,4c52dd60cc956f21c4002579,CURRENT,,,,,,,
STE2837,Stern Lavinthal,,,,,894900,urn:entity:lfm-894900,https://yoda.lexisai.aws.lexis.com/lawfirms/894900,4c52dd60cc956f21c400258f,CURRENT,,,,,,,
STO8142,Stockwell Harris,,,,,89183,urn:entity:lfm-89183,https://yoda.lexisai.aws.lexis.com/lawfirms/89183,,CURRENT,,,,,,,
STO9042,Stone Pigman,,,,,508003,urn:entity:lfm-508003,https://yoda.lexisai.aws.lexis.com/lawfirms/508003,4c52dd60cc956f21c40025b0,CURRENT,,,,,,,
STR3919,Strong & Hanni,,,,,1375927,urn:entity:lfm-1375927,https://yoda.lexisai.aws.lexis.com/lawfirms/1375927,4c52dd60cc956f21c40025be,CURRENT,,,,,,,
SUL3809,Sullivan Ward,,,,,824360,urn:entity:lfm-824360,https://yoda.lexisai.aws.lexis.com/lawfirms/824360,4c52dd60cc956f21c40025db,CURRENT,,,,,,,
SUN7817,Sunstein Kann,,,,,543762,urn:entity:lfm-543762,https://yoda.lexisai.aws.lexis.com/lawfirms/543762,,CURRENT,,,,,,,
SWA7328,Swartz Campbell,,,,,286735,urn:entity:lfm-286735,https://yoda.lexisai.aws.lexis.com/lawfirms/286735,4c52dd60cc956f21c40025f2,CURRENT,,,,,,,
TAN5322,Tannenbaum Helpern,,,,,411440,urn:entity:lfm-411440,https://yoda.lexisai.aws.lexis.com/lawfirms/411440,4c52dd60cc956f21c4002606,CURRENT,,,,,,,
TAY4734,Taylor Porter,,,,,496103,urn:entity:lfm-496103,https://yoda.lexisai.aws.lexis.com/lawfirms/496103,4c52dd60cc956f21c4002612,CURRENT,,,,,,,
TCL8373,The Chong Law Firm,,,,,,,,,CURRENT,,,,,,,
TEN4955,Tensegrity Law Group,,,,,158744789,urn:entity:lfm-158744789,https://yoda.lexisai.aws.lexis.com/lawfirms/158744789,,CURRENT,,,,,,,
THA4751,Tharpe & Howell,,,,,91652,urn:entity:lfm-91652,https://yoda.lexisai.aws.lexis.com/lawfirms/91652,,CURRENT,,,,,,,
THE8613,Theodora Oringher,,,,,75346,urn:entity:lfm-75346,https://yoda.lexisai.aws.lexis.com/lawfirms/75346,,CURRENT,,,,,,,
TIB7675,Tiberghien,,,,,1760463,urn:entity:lfm-1760463,https://yoda.lexisai.aws.lexis.com/lawfirms/1760463,52e935e165481269b2006aae,CURRENT,,,,,,,
TIF5898,Tiffany & Bosco,,,,,40638,urn:entity:lfm-40638,https://yoda.lexisai.aws.lexis.com/lawfirms/40638,4c52dd61cc956f21c4002648,CURRENT,,,,,,,
TJL9728,The James Law Firm,,,,,,,,,CURRENT,,,,,,,
TLD8215,TLD Law,,,,,29745303,urn:entity:lfm-29745303,https://yoda.lexisai.aws.lexis.com/lawfirms/29745303,,CURRENT,,,,,,,
TMF3948,Law Offices of Todd M. Friedman,,,,,,,,,CURRENT,,,,,,,
TOB1192,Tobin Lucks,,,,,232726,urn:entity:lfm-232726,https://yoda.lexisai.aws.lexis.com/lawfirms/232726,51ed584866a556495b008df8,CURRENT,,,,,,,
TOR5120,Torkildson Katz,,,,,736362,urn:entity:lfm-736362,https://yoda.lexisai.aws.lexis.com/lawfirms/736362,,CURRENT,,,,,,,
TRE9394,Trenam Kemker,,,,,690727,urn:entity:lfm-690727,https://yoda.lexisai.aws.lexis.com/lawfirms/690727,,CURRENT,,,,,,,
TRO6642,Trott & Trott,,,,,587854,urn:entity:lfm-587854,https://yoda.lexisai.aws.lexis.com/lawfirms/587854,,CURRENT,,,,,,,
TUL5607,Tully Rinckey,,,,,1880857,urn:entity:lfm-1880857,https://yoda.lexisai.aws.lexis.com/lawfirms/1880857,54ad872c14f5240a4b004e71,CURRENT,,,,,,,
TUR6330,Turner Padget,,,,,1267109,urn:entity:lfm-1267109,https://yoda.lexisai.aws.lexis.com/lawfirms/1267109,4c52dd61cc956f21c4002679,CURRENT,,,,,,,
